Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date,halving_survive
1256,Bad Idea AI,BAD,$0.07102,0.13%,1.87%,7.01%,"$5,343,772","$4,085,098
400,527,205,242,728 BAD","523,935,084,946,765 BAD",830334329848452.0,831041059897327.0,0,,,,,,,911.0,2024-09-23,0
1257,SENATE,SENATE,$0.04472,0.04%,2.27%,41.52%,"$5,333,841","$20,391
455,954 SENATE","119,266,568 SENATE",191838966.88821703,,0,,,,,,,1060.0,2024-09-23,0
1285,Effect AI,EFX,$0.01932,0.19%,127.51%,137.80%,"$4,873,142","$868,726
44,953,623 EFX","252,168,527 EFX",650000000.0,,0,,,,,,,,2024-09-23,0
1309,Omax Coin,OMAX,$0.0005173,0.09%,0.14%,8.07%,"$4,483,757","$605,382
1,170,495,121 OMAX","8,667,996,990 OMAX",9000000000.0,,0,,,,,,,1171.0,2024-09-23,0
1320,TypeAI,TYPE,$0.4561,0.50%,16.09%,34.93%,"$4,333,272","$27,524
60,342 TYPE","9,500,000 TYPE",10000000.0,10000000.0,0,,,,,,,3761.0,2024-09-23,0
1361,Presearch,PRE,$0.009288,0.66%,3.99%,3.40%,"$3,683,266","$39,457
4,123,584 PRE","396,578,435 PRE",750000000.0,,0,,,,,486.0,634.0,1166.0,2024-09-23,1
1367,UnMarshal,MARSH,$0.06766,0.30%,2.10%,2.26%,"$3,757,348","$434,477
6,421,794 MARSH","55,535,560 MARSH",100000000.0,,0,,,,,,,1090.0,2024-09-23,0
1376,Lossless,LSS,$0.06634,0.08%,8.22%,14.83%,"$3,686,636","$148,181
2,233,519 LSS","55,572,672 LSS",100000000.0,100000000.0,0,,,,,,,1123.0,2024-09-23,0
1390,Covalent,CQT,$0.00415,1.12%,5.34%,8.24%,"$3,553,523","$17,525
4,222,904 CQT","856,175,826 CQT",1000000000.0,1000000000.0,0,,,,,,,380.0,2024-09-23,0
1393,Cogito Finance,CGV,$0.03655,0.06%,12.78%,29.78%,"$3,537,208","$71,503
1,956,517 CGV","96,787,938 CGV",999999999.0,1000000000.0,0,,,,,,,3309.0,2024-09-23,0
1425,Edge Matrix Computing,EMC,$0.1066,0.62%,0.54%,5.54%,"$3,197,326","$230,100
2,163,361 EMC","30,006,982 EMC",979882446.992401,1000000000.0,0,,,,,,,3464.0,2024-09-23,0
1440,Ispolink,ISP,$0.00111,0.74%,10.71%,50.26%,"$3,058,354","$571,421
516,492,489 ISP","2,756,425,785 ISP",10000000000.0,,0,,,,,,,1159.0,2024-09-23,0
1455,Mozaic,MOZ,$0.01901,1.14%,1.74%,8.94%,"$2,916,777","$33,016
1,736,808 MOZ","153,438,514 MOZ",975447845.1997676,,0,,,,,,,1497.0,2024-09-23,0
1464,Bridge Oracle,BRG,$0.0003486,4.36%,11.05%,28.39%,"$2,789,197","$4,287,583
12,321,845,366 BRG","8,002,167,205 BRG",10000000000.0,10000000000.0,0,,,,,,224.0,1032.0,2024-09-23,1
1467,Crypto-AI-Robo.com,CAIR,$0.003201,1.34%,92.85%,62.19%,"$2,748,722","$21,738
6,800,026 CAIR","858,632,919 CAIR",888000000.0,888000000.0,0,,,,,,,5485.0,2024-09-23,0
1472,Lambda,LAMB,$0.001639,1.01%,0.50%,4.25%,"$2,698,151","$4,217,341
2,572,134,357 LAMB","1,646,414,198 LAMB",6000000000.0,10000000000.0,0,,,,,248.0,422.0,1033.0,2024-09-23,1
1481,PolkaBridge,PBR,$0.03473,0.68%,7.30%,20.88%,"$2,606,118","$121,044
3,461,605 PBR","75,041,974 PBR",75040481.48974904,100000000.0,0,,,,,,,1161.0,2024-09-23,0
1486,Morpheus Infrastructure Node,MIND,$0.001878,4.46%,4.27%,12.96%,"$2,566,139","$69,650
37,099,182 MIND","1,366,201,800 MIND",2100000000.0,2100000000.0,0,,,,,,,3248.0,2024-09-23,0
1495,B-cube.ai,BCUBE,$0.09427,0.00%,45.13%,61.07%,"$2,520,746","$43,835
464,992 BCUBE","26,739,748 BCUBE",49613808.9,50000000.0,0,,,,,,,1328.0,2024-09-23,0
1514,AXIS Token,AXIS,$0.007447,0.00%,0.53%,4.88%,"$2,385,392","$232
31,147 AXIS","320,303,188 AXIS",1500000000.0,,0,,,,,,,1387.0,2024-09-23,0
1550,ClinTex CTi,CTI,$0.01714,0.22%,4.90%,18.18%,"$2,132,534","$201,382
11,768,760 CTI","124,445,175 CTI",181311840.0,191311840.0,0,,,,,,3143.0,1247.0,2024-09-23,1
1561,ROOBEE,ROOBEE,$0.0005087,0.70%,8.15%,15.07%,"$2,086,702","$172,760
339,259,183 ROOBEE","4,102,063,740 ROOBEE",5400000000.0,,0,,,,,442.0,775.0,1351.0,2024-09-23,1
1568,Chirpley,CHRP,$0.004871,0.22%,0.54%,14.53%,"$2,011,888","$353,189
72,321,530 CHRP","413,029,583 CHRP",989982098.0,,0,,,,,,,1134.0,2024-09-23,0
1587,PureFi Protocol,UFI,$0.03214,0.75%,3.71%,14.13%,"$1,877,485","$7,356
228,905 UFI","58,422,831 UFI",100000000.0,100000000.0,0,,,,,,,1137.0,2024-09-23,0
1617,Neurahub,NEURA,$0.02047,0.00%,10.10%,28.89%,"$1,685,532","$10,098
493,300 NEURA","82,343,569 NEURA",100000000.0,,0,,,,,,,4336.0,2024-09-23,0
1624,MBD Financials,MBD,$0.00006239,0.49%,2.11%,13.86%,"$1,636,035","$86,364
1,384,222,542 MBD","26,223,242,792 MBD",40000000000.0,40000000000.0,0,,,,,,,3081.0,2024-09-23,0
1628,Dock,DOCK,$0.001854,1.34%,0.61%,1.36%,"$1,624,642","$50,945
27,480,267 DOCK","876,417,166 DOCK",869619708.773492,1000000000.0,0,,,,,448.0,524.0,773.0,2024-09-23,1
1630,DxChain Token,DX,$0.00003201,0.02%,0.15%,10.33%,"$1,600,505","$2,503
78,181,562 DX","50,000,000,000 DX",100000000000.0,,0,,,,,72.0,144.0,1414.0,2024-09-23,1
1635,Dotmoovs,MOOV,$0.002114,0.79%,1.97%,25.83%,"$1,545,840","$711,200
336,396,580 MOOV","731,180,094 MOOV",1000000000.0,,0,,,,,,,1364.0,2024-09-23,0
1648,Deri Protocol,DERI,$0.01186,0.08%,0.03%,4.39%,"$1,478,763","$6,656
561,506 DERI","124,695,829 DERI",483012978.592577,,0,,,,,,,1562.0,2024-09-23,0
1681,WAM,WAM,$0.002772,0.18%,0.17%,5.10%,"$1,288,393","$154,768
55,317,583 WAM","464,780,364 WAM",1000000000.0,,0,,,,,,,1468.0,2024-09-23,0
1714,TrustVerse,TRV,$0.00115,2.24%,6.00%,0.30%,"$1,150,482","$11,620
9,872,278 TRV","1,000,000,000 TRV",1000000000.0,,0,,,,,447.0,752.0,1881.0,2024-09-23,1
1722,GNY,GNY,$0.006039,0.51%,0.35%,13.60%,"$1,161,728","$43,076
7,137,667 GNY","192,376,657 GNY",375000000.0,,0,,,,,847.0,260.0,1332.0,2024-09-23,1
1734,LBRY Credits,LBC,$0.001799,7.75%,8.93%,14.35%,"$1,176,743","$234
137,248 LBC","654,237,215 LBC",767800721.0,1083202000.0,0,,,,94.0,263.0,184.0,1545.0,2024-09-23,1
1798,Uno Re,UNO,$0.01159,0.06%,0.06%,7.68%,"$906,638","$141,360
12,183,427 UNO","78,242,153 UNO",382605499.0,384649206.0,0,,,,,,,1342.0,2024-09-23,0
1811,ApeBond,ABOND,$0.005992,0.50%,0.63%,2.20%,"$864,511","$35,638
5,940,572 ABOND","144,282,792 ABOND",455803142.6928761,,0,,,,,,,1368.0,2024-09-23,0
1822,GoCrypto Token,GOC,$0.00334,0.02%,4.58%,3.18%,"$819,189","$131,596
39,400,375 GOC","245,278,438 GOC",299095759.0,,0,,,,,796.0,650.0,1556.0,2024-09-23,1
1824,Lithium,LITH,$0.0001561,1.61%,0.40%,17.77%,"$818,201","$273,380
1,755,783,264 LITH","5,242,220,240 LITH",10000000000.0,,0,,,,,,,1140.0,2024-09-23,0
1856,AIgentX,AIX,$0.009806,0.88%,6.87%,66.05%,"$728,116","$59,604
6,051,376 AIX","74,253,480 AIX",88907380.72963169,100000000.0,0,,,,,,,2732.0,2024-09-23,0
1861,TRAVA.FINANCE,TRAVA,$0.0001973,0.00%,6.77%,8.10%,"$724,696","$103,763
525,938,921 TRAVA","3,673,771,603 TRAVA",4745402992.914396,5000000000.0,0,,,,,,,1628.0,2024-09-23,0
1877,XMON,XMON,$463.71,2.10%,7.69%,2.61%,"$693,210","$30
0 XMON","1,495 XMON",10000.0,10000.0,0,,,,,,,1720.0,2024-09-23,0
1895,Idena,IDNA,$0.009172,0.22%,0.62%,21.17%,"$640,063","$11,503
1,253,914 IDNA","69,780,939 IDNA",124405106.627625,,0,,,,,,914.0,1575.0,2024-09-23,1
1932,aiRight,AIRI,$0.002182,0.00%,5.57%,19.42%,"$559,210","$53,383
24,515,226 AIRI","256,262,565 AIRI",1860000000.0,1900000000.0,0,,,,,,,1651.0,2024-09-23,0
1958,Aimedis (new),AIMX,$0.001579,0.81%,2.05%,1.41%,"$525,665","$36,532
23,147,288 AIMX","333,000,000 AIMX",588000000.0,600000000.0,0,,,,,,,1469.0,2024-09-23,0
1979,Cirus Foundation,CIRUS,$0.007809,0.01%,2.28%,2.45%,"$488,763","$83,551
10,699,240 CIRUS","62,590,209 CIRUS",250000000.0,,0,,,,,,,1582.0,2024-09-23,0
1995,Metaverse Face,MEFA,$0.00004903,0.04%,3.06%,5.54%,"$466,556","$5,424
110,609,175 MEFA","9,515,523,108 MEFA",10000000000.0,10000000000.0,0,,,,,,,1780.0,2024-09-23,0
2028,Bird.Money,BIRD,$4.38,0.01%,5.50%,20.09%,"$416,151","$5,750
1,312 BIRD","94,942 BIRD",140000.0,,0,,,,,,2603.0,1578.0,2024-09-23,1
2031,Neurashi,NEI,$0.005108,0.33%,0.97%,8.04%,"$412,295","$183,447
36,026,523 NEI","80,719,906 NEI",45000000000.0,45000000000.0,0,,,,,,,2210.0,2024-09-23,0
2062,Gemach,GMAC,$0.0007326,0.00%,1.56%,10.42%,"$366,279",,"500,000,000 GMAC",500000000.0,500000000.0,0,,,,,,,5181.0,2024-09-23,0
2092,All In,ALLIN,$0.3281,0.85%,1.26%,10.19%,"$312,188","$54,446
166,202 ALLIN","951,588 ALLIN",960724.373261,1000000.0,0,,,,,,,1709.0,2024-09-23,0
2113,Artisse,CATHEON,$0.0002999,2.89%,0.65%,7.14%,"$290,488","$5,263
17,697,039 CATHEON","968,534,281 CATHEON",10000000000.0,10000000000.0,0,,,,,,,1757.0,2024-09-23,0
2127,OceanEx Token,OCE,$0.00015,0.02%,0.02%,76.45%,"$268,153",,"1,788,038,022 OCE",8811756112.4,,0,,,,,2444.0,1087.0,1830.0,2024-09-23,1
2149,BullBear AI,AIBB,$0.09122,1.98%,4.13%,10.15%,"$249,582","$5,317
43,583,695,250,444 AIBB","2,045,833,899,998,990 AIBB",2243697983694936.0,1e+17,0,,,,,,,1725.0,2024-09-23,0
2172,Ojamu,OJA,$0.002285,0.00%,6.18%,11.16%,"$228,528","$2,748
1,202,384 OJA","99,996,080 OJA",100000000.0,100000000.0,0,,,,,,,1815.0,2024-09-23,0
2189,Arcona,ARCONA,$0.01406,0.07%,12.33%,16.40%,"$215,679","$1,523
108,301 ARCONA","15,335,470 ARCONA",16696707.0,16699878.0,0,,,,,,3830.0,1718.0,2024-09-23,1
2231,MetamonkeyAi,MMAI,$0.00002883,0.24%,1.45%,4.49%,"$175,868","$27,767
964,941,369 MMAI","6,099,376,989 MMAI",10000000000.0,10000000000.0,0,,,,,,,1851.0,2024-09-23,0
2269,Raze Network,RAZE,$0.001251,0.00%,0.29%,10.83%,"$148,457","$3,823
3,056,174 RAZE","118,690,910 RAZE",120000000.0,120000000.0,0,,,,,,,1961.0,2024-09-23,0
2328,YFDAI.FINANCE,YF-DAI,$27.25,0.00%,4.13%,1.64%,"$108,605","$5,315
195 YF-DAI","3,986 YF-DAI",21000.0,21000.0,0,,,,,,574.0,2055.0,2024-09-23,1
2455,Pawtocol,UPI,$0.0001746,0.18%,1.31%,7.51%,"$45,027","$4,835
27,646,196 UPI","257,924,377 UPI",1000000000.0,1000000000.0,0,,,,,,1185.0,2139.0,2024-09-23,1
2480,Ubex,UBEX,$0.00001099,0.00%,10.70%,16.82%,"$36,327","$68
6,179,754 UBEX","3,306,258,739 UBEX",3923877491.5183,,0,,,,,590.0,1408.0,2003.0,2024-09-23,1
2630,Connectome,CNTM,$0.00179,14.48%,12.12%,23.81%,"$2,167","$46,382
27,064,406 CNTM","1,210,675 CNTM",1213183.0,140000000.0,0,,,,,,1094.0,2383.0,2024-09-23,1
2666,Spectral,SPEC,$8.81,1.26%,3.99%,70.02%,"$91,044,195","$28,185,305
3,200,772 SPEC","10,339,135 SPEC",100000000.0,100000000.0,0,,,,,,,,2024-09-23,0
2719,Altered State Token,ASTO,$0.01287,0.02%,0.05%,29.71%,"$6,725,624","$4,100,202
318,891,187 ASTO","523,082,169 ASTO",2384000000.0,2384000000.0,0,,,,,,,2517.0,2024-09-23,0
2721,LayerAI,LAI,$0.02235,0.43%,13.55%,70.88%,"$52,963,626","$4,029,953
180,407,031 LAI","2,370,997,728 LAI",2910997728.0,,0,,,,,,,2486.0,2024-09-23,0
2760,Ocean Protocol,OCEAN,$0.6961,0.63%,1.74%,27.64%,"$438,040,415","$2,398,334
3,444,900 OCEAN","629,189,183 OCEAN",1410000000.0,1410000000.0,0,,,,,181.0,95.0,124.0,2024-09-23,1
2769,Autonolas,OLAS,$1.40,1.04%,12.00%,78.05%,"$64,382,088","$2,220,073
1,582,428 OLAS","45,890,394 OLAS",539047893.6489999,,0,,,,,,,2552.0,2024-09-23,0
2868,SingularityNET,AGIX,$0.708,0.73%,0.12%,27.18%,"$857,602,140","$1,100,506
1,554,391 AGIX","1,211,306,169 AGIX",1376451173.9665115,2000000000.0,0,,,,,295.0,157.0,74.0,2024-09-23,1
2873,ThoreCoin,THR,$140.25,0.01%,0.04%,0.08%,"$12,158,135","$1,077,743
7,684 THR","86,686 THR",100000.0,,0,,,,,664.0,205.0,,2024-09-23,1
2889,XANA,XETA,$0.002186,0.11%,3.47%,21.40%,"$6,199,927","$957,351
439,337,114 XETA","2,845,201,909 XETA",4925701908.0,5000000000.0,0,,,,,,,2537.0,2024-09-23,0
2903,Trias Token (New),TRIAS,$5.50,0.03%,5.81%,25.69%,"$55,019,626","$893,089
162,322 TRIAS","10,000,000 TRIAS",9999999.8782493,9999999.9,0,,,,,,,431.0,2024-09-23,0
2909,Mind,MND,$0.05815,0.82%,48.40%,40.23%,"$4,651,783","$859,817
14,786,872 MND","80,000,000 MND",100000000.0,100000000.0,0,,,,,,,3223.0,2024-09-23,0
2917,Ozone Metaverse,OZONE,$0.0009997,0.05%,4.22%,6.46%,"$767,791","$822,592
820,255,176 OZONE","765,610,105 OZONE",801810225.66,2000000000.0,0,,,,,,,2944.0,2024-09-23,0
2943,DarkShield Games Studio,DKS,$0.0001014,0.65%,4.73%,4.32%,"$108,202","$748,934
7,428,290,240 DKS","1,073,204,810 DKS",2960503000.0,2960503000.0,0,,,,,,,2878.0,2024-09-23,0
2944,enqAI,enqAI,$0.02195,3.40%,59.81%,214.40%,"$21,950,673","$745,229
33,950,149 ENQAI","1,000,000,000 enqAI",1000000000.0,,0,,,,,,,3167.0,2024-09-23,0
2962,Dtec,DTEC,$0.09071,0.18%,2.66%,3.66%,"$1,112,180","$676,818
7,462,622 DTEC","12,262,949 DTEC",338415648.0,450000000.0,0,,,,,,,,2024-09-23,0
2999,Arbius,AIUS,$37.83,0.17%,24.68%,31.98%,"$6,273,292","$595,924
15,751 AIUS","165,815 AIUS",1000000.0,,0,,,,,,,2894.0,2024-09-23,0
3143,NeuralAI,NEURAL,$4.85,0.20%,17.71%,52.62%,"$48,525,466","$323,695
66,706 NEURAL","10,000,000 NEURAL",10000000.0,,0,,,,,,,3019.0,2024-09-23,0
3194,Work X,WORK,$0.1218,0.37%,14.17%,32.46%,"$2,303,556","$287,288
2,358,362 WORK","18,909,998 WORK",45250790.0,100000000.0,0,,,,,,,2763.0,2024-09-23,0
3233,Roko,ROKO,$0.00003059,0.03%,20.68%,71.02%,"$5,987,855","$250,954
8,203,274,369 ROKO","195,732,940,071 ROKO",369369369369.0,369369369369.0,0,,,,,,,4247.0,2024-09-23,0
3271,Octavia AI,VIA,$0.06063,2.85%,8.33%,20.45%,"$530,501","$229,339
3,782,684 VIA","8,750,000 VIA",100000000.0,100000000.0,0,,,,,,,2903.0,2024-09-23,0
3312,Grow Token,GROW,$0.3302,0.35%,10.37%,13.76%,"$3,301,653","$206,774
626,274 GROW","10,000,000 GROW",10000000.0,100000000.0,0,,,,,,,3207.0,2024-09-23,0
3353,CorgiAI,CORGIAI,$0.0008569,0.38%,0.12%,9.52%,"$294,371,852","$185,530
216,511,845 CORGIAI","343,529,984,547 CORGIAI",372459723999.0,,0,,,,,,,2934.0,2024-09-23,0
3396,DeepFakeAI,FAKEAI,$0.008588,0.91%,21.85%,123.63%,"$8,200,496","$169,844
19,777,551 FAKEAI","954,907,650 FAKEAI",954907649.6,1000000000.0,0,,,,,,,2916.0,2024-09-23,0
3472,AI Network,AIN,$0.01103,2.30%,33.18%,10.57%,"$2,810,230","$145,296
13,175,210 AIN","254,826,635 AIN",700000000.0,700000000.0,0,,,,,,,3459.0,2024-09-23,0
3566,Metafluence,METO,$0.0002802,1.05%,8.22%,4.35%,"$505,882","$124,771
445,262,864 METO","1,805,308,983 METO",4800000000.0,4800000000.0,0,,,,,,,3401.0,2024-09-23,0
3662,BilliCat,BCAT,$0.003144,0.03%,6.25%,24.64%,"$314,415","$104,224
33,148,579 BCAT","100,000,000 BCAT",100000000.0,100000000.0,0,,,,,,,3644.0,2024-09-23,0
3677,infraX,INFRA,$8.87,4.94%,4.86%,26.36%,"$8,870,893","$101,091
11,396 INFRA","1,000,000 INFRA",1000000.0,,0,,,,,,,3333.0,2024-09-23,0
3712,Y8U,Y8U,$0.01201,0.03%,3.62%,10.58%,"$294,812","$94,941
7,906,050 Y8U","24,550,000 Y8U",28300000.0,1000000000.0,0,,,,,,,,2024-09-23,0
3736,EpiK Protocol,AIEPK,$0.004409,0.50%,16.37%,26.96%,"$1,763,725","$90,015
20,414,827 AIEPK","400,000,000 AIEPK",400000000.0,1000000000.0,0,,,,,,,3263.0,2024-09-23,0
4035,Tradetomato,TTM,$0.007133,0.23%,4.79%,3.60%,"$450,858","$48,302
6,771,730 TTM","63,208,516 TTM",996200000.0,,0,,,,,,,4127.0,2024-09-23,0
4108,AI PIN,AI,$0.02084,0.47%,7.19%,22.55%,"$844,279","$40,427
1,939,492 AI","40,504,778 AI",100000000.0,100000000.0,0,,,,,,,4155.0,2024-09-23,0
4146,Jackal Protocol,JKL,$0.1678,0.12%,6.12%,10.90%,"$12,329,543","$36,949
220,190 JKL","73,474,865 JKL",133259784.0,400000000.0,0,,,,,,,3905.0,2024-09-23,0
4187,Ring AI,RING,$0.03778,0.51%,0.98%,0.25%,"$3,778,289","$33,214
879,072 RING","100,000,000 RING",100000000.0,100000000.0,0,,,,,,,3608.0,2024-09-23,0
4201,AstraAI,ASTRA,$1.27,1.32%,22.03%,34.17%,"$12,722,400","$31,724
24,936 ASTRA","10,000,000 ASTRA",10000000.0,10000000.0,0,,,,,,,5244.0,2024-09-23,0
4241,2DAI.io,2DAI,$0.001801,0.00%,31.51%,58.95%,"$1,800,933","$28,462
15,803,908 2DAI","1,000,000,000 2DAI",0.0,1000000000.0,0,,,,,,,5338.0,2024-09-23,0
4426,AimBot AI,AIMBOT,$1.15,0.00%,5.07%,125.66%,"$1,146,524","$18,840
16,432 AIMBOT","1,000,000 AIMBOT",1000000.0,1000000.0,0,,,,,,,3799.0,2024-09-23,0
4456,AlphaKEK.AI,AIKEK,$0.005189,0.00%,32.50%,43.10%,"$1,192,210","$17,670
3,405,314 AIKEK","229,757,533 AIKEK",244945233.746,256000000.0,0,,,,,,,5234.0,2024-09-23,0
4573,PaladinAI,PALAI,$0.02541,0.00%,16.18%,13.25%,"$2,540,540","$13,216
520,194 PALAI","100,000,000 PALAI",100000000.0,100000000.0,0,,,,,,,5154.0,2024-09-23,0
4584,Human,HMT,$0.03565,1.31%,8.62%,7.48%,"$8,220,369","$12,905
361,940 HMT","230,553,677 HMT",1000000000.0,1000000000.0,0,,,,,,,3331.0,2024-09-23,0
4597,AlphaScan AI,ASCN,$0.02173,0.14%,1.14%,1.64%,"$315,455","$12,659
582,659 ASCN","14,520,000 ASCN",50000000.0,100000000.0,0,,,,,,,4181.0,2024-09-23,0
4790,Zus,ZCN,$0.04868,0.02%,7.30%,0.51%,"$5,597,362","$8,259
169,686 ZCN","115,000,000 ZCN",200000000.0,400000000.0,0,,,,,,,4357.0,2024-09-23,0
4877,MOROS NET,MOROS,$0.000852,0.00%,19.23%,40.78%,"$851,990","$6,951
8,159,112 MOROS","1,000,000,000 MOROS",1000000000.0,,0,,,,,,,4164.0,2024-09-23,0
4976,Next Gem AI,GEMAI,$0.00169,0.56%,2.23%,0.13%,"$289,535","$5,646
3,339,847 GEMAI","171,275,000 GEMAI",850000000.0,850000000.0,0,,,,,,,3306.0,2024-09-23,0
5126,The Winkyverse,WNK,$0.0002946,0.03%,0.62%,0.41%,"$1,598,631","$4,120
13,987,521 WNK","5,427,211,701 WNK",6579981255.0,,0,,,,,,,4360.0,2024-09-23,0
5133,Lavita AI,LAVITA,$0.005948,1.09%,1.93%,2.88%,"$10,526,758","$4,082
686,256 LAVITA","1,769,822,115 LAVITA",7009041686.0,,0,,,,,,,4197.0,2024-09-23,0
5457,Cloudbric,CLBK,$0.001744,0.08%,5.05%,10.77%,"$1,245,225","$2,061
1,182,013 CLBK","714,209,731 CLBK",989556846.0,,0,,,,,935.0,1063.0,5669.0,2024-09-23,1
5492,KWAI,KWAI,$0.06355,0.00%,3.09%,1.76%,"$2,176,519","$1,961
30,852 KWAI","34,250,000 KWAI",50000000.0,50000000.0,0,,,,,,,5469.0,2024-09-23,0
5494,Eternal AI,EAI,$0.009226,0.39%,2.58%,13.17%,"$738,074","$1,954
211,745 EAI","80,000,000 EAI",1000000000.0,,0,,,,,,,5861.0,2024-09-23,0
5542,Kambria,KAT,$0.00023,0.00%,4.03%,2.22%,"$407,976","$1,756
7,636,079 KAT","1,774,005,799 KAT",2719839133.0,,0,,,,,1047.0,1150.0,,2024-09-23,1
5821,Vuzz AI,VUZZ,$0.001432,0.01%,16.96%,7.34%,"$143,180","$955
666,851 VUZZ","100,000,000 VUZZ",100000000.0,100000000.0,0,,,,,,,5466.0,2024-09-23,0
5870,Flourishing AI,AI,$0.04224,1.19%,1.31%,8.88%,"$1,541,565","$868
20,551 AI","36,498,847 AI",53402950.0,,0,,,,,,,5496.0,2024-09-23,0
5872,AutoCrypto,AU,$0.01726,0.00%,3.49%,13.54%,"$1,161,282","$859
49,793 AU","67,286,267 AU",91743979.62,100000000.0,0,,,,,,,9045.0,2024-09-23,0
5940,VirtuSwap,VRSW,$0.0007093,0.06%,0.97%,5.17%,"$261,695","$718
1,011,907 VRSW","368,949,787 VRSW",1000000000.0,1000000000.0,0,,,,,,,5850.0,2024-09-23,0
5954,Liza,LIZA,$0.0006439,0.00%,4.54%,26.88%,"$491,284","$692
1,073,992 LIZA","762,964,046 LIZA",762964046.0,777777777.0,0,,,,,,,5561.0,2024-09-23,0
6117,Hera Finance,HERA,$1.35,0.00%,0.04%,1.92%,"$5,702,086","$493
367 HERA","4,238,000 HERA",10000000.0,,0,,,,,,,4105.0,2024-09-23,0
6133,Purple AI,PAI,$0.1841,0.00%,2.22%,16.44%,"$184,109","$479
2,602 PAI","1,000,000 PAI",1000000.0,1000000.0,0,,,,,,,4788.0,2024-09-23,0
6146,Acria.AI,ACRIA,$0.007362,0.00%,1.14%,13.25%,"$957,055","$464
63,043 ACRIA","130,000,000 ACRIA",130000000.0,140000000.0,0,,,,,,,3715.0,2024-09-23,0
6166,Multiverse,AI,$0.00009212,0.00%,41.50%,22.29%,"$93,499","$446
4,839,426 AI","1,014,942,802 AI",25000000000.0,25000000000.0,0,,,,,,,3630.0,2024-09-23,0
6230,Aventis Metaverse,AVTM,$0.0001982,0.01%,0.99%,10.83%,"$38,462","$397
2,003,375 AVTM","194,088,542 AVTM",1000000000.0,1000000000.0,0,,,,,,,3651.0,2024-09-23,0
6271,Santiment Network Token,SAN,$0.09115,0.00%,4.29%,17.08%,"$5,711,414","$367
4,022 SAN","62,660,371 SAN",83337000.0,83337000.0,0,,,,,722.0,785.0,8637.0,2024-09-23,1
6393,Chat AI,AI,$0.0003768,0.00%,4.67%,2.90%,"$35,496","$285
756,177 AI","94,200,000 AI",100000000.0,100000000.0,0,,,,,,,7182.0,2024-09-23,0
6411,Oracle AI,ORACLE,$0.000221,0.00%,3.78%,11.61%,"$193,998","$274
1,241,034 ORACLE","877,943,572 ORACLE",1000000000.0,1000000000.0,0,,,,,,,3014.0,2024-09-23,0
6469,Website AI,WEBAI,$0.06248,0.00%,4.39%,10.07%,"$60,545","$238
3,809 WEBAI","969,000 WEBAI",1000000.0,1000000.0,0,,,,,,,4437.0,2024-09-23,0
6778,Trace Network Labs,TRACE,$0.0008871,3.61%,7.00%,10.88%,"$88,302","$115
129,598 TRACE","99,519,870 TRACE",100000000.0,100000000.0,0,,,,,,,3747.0,2024-09-23,0
7144,Aion,AION,$0.00168,0.02%,6.17%,4.99%,"$884,078","$46
27,117 AION","526,304,878 AION",526304878.0,,0,,,,,138.0,193.0,8657.0,2024-09-23,1
7562,Artificial Intelligence,AI,$0.061407,0.00%,2.58%,12.79%,"$137,172","$10
72,500,278 AI","975,000,000,000 AI",1000000000000.0,1000000000000.0,0,,,,,,,6676.0,2024-09-23,0
7984,AITK,AITK,$0.0114044,0.00%,45.67%,58.43%,$0,"$0
37,095,085,221 AITK","99,999,999 AITK",99999999.0,99999999.0,0,,,,,,,5612.0,2024-09-23,0
8233,EncrypGen,DNA,$0.002198,0.11%,0.86%,0.97%,"$155,920",,"70,938,084 DNA",70938084.47283192,70938084.47283192,0,,,,,1091.0,1109.0,7568.0,2024-09-23,1
8246,AICHAIN,AIT,$0.0022,0.37%,1.47%,8.18%,"$1,178,193",,"535,067,071 AIT",2100000000.0,,0,,,,,1141.0,1093.0,8684.0,2024-09-23,1
8256,Neurotoken,NTK,$0.0006423,0.24%,0.78%,11.46%,"$50,588",,"78,906,618 NTK",99987499.9,,0,,,,,1105.0,1359.0,8697.0,2024-09-23,1
8273,Seele-N,SEELE,$0.0004119,0.02%,0.04%,0.01%,"$9,640,291",,"23,400,000,000 SEELE",30000000000.0,,0,,,,,101.0,680.0,5750.0,2024-09-23,1
8756,inheritance Art,IAI,$0.2952,0.00%,1.62%,12.74%,"$4,575,100",,"15,500,000 IAI",50000000.0,,0,,,,,,,4974.0,2024-09-23,0
8879,Ushi,USHI,$0.00001287,0.00%,0.00%,21.24%,"$270,184",,"21,000,000,000 USHI",21000000000.0,21000000000.0,0,,,,,,,6100.0,2024-09-23,0
8916,Neuroni AI,NEURONI,$0.2306,0.00%,6.86%,20.92%,"$1,960,254",,"8,499,000 NEURONI",8499000.0,8499000.0,0,,,,,,,5362.0,2024-09-23,0
9006,AiONE,AIONE,$0.00005262,0.00%,0.00%,4.31%,"$2,555,242",,"48,561,111,090 AIONE",100000000000.0,100000000000.0,0,,,,,,,8279.0,2024-09-23,0
