Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date
2808,SNAP,$NAP,$0.054683,0.24%,0.93%,9.70%,,,"1,643,298,925,685 $NAP",1643298925685.0,,3,,,,,,,2675.0,2024-09-23
2815,mini,MINI,$0.02115,2.15%,7.11%,30.82%,,,"879,911,133 MINI",879911133.0,,3,,,,,,,,2024-09-23
2820,Dark MAGA,DMAGA,$0.002683,2.09%,0.70%,21.19%,,,"999,993,402 DMAGA",999993402.0,999993402.0,3,,,,,,,,2024-09-23
2824,PopDog,POPDOG,$0.00732,5.67%,206.65%,512.08%,,,"999,792,479 POPDOG",999792479.0,,3,,,,,,,,2024-09-23
2825,Zuzalu Inu,ZUZALU,$0.001344,1.59%,15.23%,9.02%,,,"1,000,000,000 ZUZALU",1000000000.0,1000000000.0,3,,,,,,,2530.0,2024-09-23
2828,SelfieDogCoin,SELFIE,$0.02454,0.97%,7.33%,70.88%,,,"999,923,292 SELFIE",0.0,,3,,,,,,,,2024-09-23
2829,tooker kurlson,TOOKER,$0.01467,5.79%,15.02%,114.67%,,,"971,307,288 TOOKER",971307288.0,,3,,,,,,,,2024-09-23
2831,Keyboard Cat,KEYCAT,$0.001483,0.79%,47.43%,182.97%,,,"10,000,000,000 KEYCAT",10000000000.0,10000000000.0,3,,,,,,,2576.0,2024-09-23
2833,MELLSTROY,MELLSTROY,$0.003829,0.80%,11.88%,161.65%,,,"14,100,000,000 MELLSTROY",21000000000.0,,3,,,,,,,,2024-09-23
2838,MawCAT,MAW,$0.00003536,0.01%,2.32%,7.34%,,,"9,600,000,000 MAW",100000000000.0,100000000000.0,3,,,,,,,2642.0,2024-09-23
2839,KIZUNA,KIZUNA,$0.071716,2.22%,30.83%,279.22%,,,"1,000,000,000,000,000 KIZUNA",1000000000000000.0,1000000000000000.0,3,,,,,,,3970.0,2024-09-23
2856,Kamala Horris,KAMA,$0.005009,4.25%,4.85%,9.89%,,,"995,556,384 KAMA",995556384.0,995556384.0,3,,,,,,,,2024-09-23
2858,Peng,PENG,$0.1233,0.37%,0.45%,10.75%,,,"99,999,979 PENG",99999979.0,,3,,,,,,,2557.0,2024-09-23
2872,TronDog,TRONDOG,$0.000262,0.04%,0.75%,5.41%,,,"1,000,000,000 TRONDOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
2874,Doodoo,DOODOO,$0.3023,1.81%,1.30%,24.49%,,,"4,000,000 DOODOO",42000000.0,42000000.0,3,,,,,,,2672.0,2024-09-23
2876,mfercoin,$mfer,$0.01273,0.84%,5.75%,44.59%,,,"1,000,000,000 $mfer",1000000000.0,1000000000.0,3,,,,,,,2467.0,2024-09-23
2880,TON Cat,TCAT,$0.01594,0.45%,1.98%,1.98%,,,"892,600,000 TCAT",637018677.0,637018677.0,3,,,,,,,,2024-09-23
2885,DOGITA,DOGA,$0.054198,5.60%,6.06%,4.27%,,,"91,738,633,306 DOGA",100000000000.0,,3,,,,,,,4640.0,2024-09-23
2890,The Doge NFT,DOG,$0.00416,0.21%,4.10%,23.64%,,,"15,272,727,272 DOG",16969696969.0,,3,,,,,,,2524.0,2024-09-23
2891,VENKO,$VENKO,$0.05183,0.78%,37.58%,45.50%,,,"1,000,000,000,000 $VENKO",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
2892,Beers,BEER,$0.06731,32.29%,213.32%,27807.40%,,,"45,000,000,000 BEER",45000000000.0,45000000000.0,3,,,,,,,,2024-09-23
2893,Gold Standard,BAR,$1.90,1.20%,2.05%,11.45%,,,"922,299 BAR",930541.0,999999.0,3,,,,,,,,2024-09-23
2896,TAO INU,TAONU,$0.008421,8.43%,11.60%,143.22%,,,"927,253,621 TAONU",927253621.0,1000000000.0,3,,,,,,,3576.0,2024-09-23
2898,Memetic / PepeCoin,MEME,$0.01079,0.83%,1.76%,18.43%,,,"43,153,511 MEME",133769419.0,,3,,,303.0,253.0,1243.0,1687.0,2832.0,2024-09-23
2901,Jason Derulo,JASON,$0.001452,8.28%,38.13%,30.31%,,,"999,959,794 JASON",999959794.0,999959794.0,3,,,,,,,,2024-09-23
2903,MONGY,MONGY,$0.001421,1.15%,11.38%,6.18%,,,"999,999,329 MONGY",999999329.0,999999329.0,3,,,,,,,,2024-09-23
2908,Jeo Boden,BODEN,$0.005394,0.04%,23.85%,27.17%,,,"690,325,516 BODEN",690325516.03,,3,,,,,,,2458.0,2024-09-23
2914,Binancedog,BINANCEDOG,$0.003224,0.53%,4.50%,10.07%,,,"1,000,000,000 BINANCEDOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
2924,Any Inu,AI,$0.00001084,3.43%,67.86%,74.87%,,,"420,690,000,000 AI",420690000000.0,,3,,,,,,,2834.0,2024-09-23
2931,Harambe Coin,HARAMBE,$0.063723,0.00%,20.58%,18.56%,,,"1,000,000,000,000 HARAMBE",1000000000000.0,,3,,,,,,,7799.0,2024-09-23
2952,Ken,KEN,$0.0003522,13.47%,5.20%,43.11%,,,"1,000,000,000 KEN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
2963,CHONKY,CHONKY,$0.00001798,0.85%,11.02%,34.91%,,,"500,000,000,000 CHONKY",500000000000.0,,3,,,,,,,2792.0,2024-09-23
2964,Ginnan Doge's Brother,GINNAN,$0.00002337,8.52%,24.31%,49.73%,,,"100,000,000,000 GINNAN",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
2985,Harambe on Solana,HARAMBE,$0.01773,0.10%,7.84%,24.81%,,,"999,983,530 HARAMBE",999983530.0,,3,,,,,,,2640.0,2024-09-23
2987,Puffy,PUFFY,$0.0001841,1.77%,11.81%,12.10%,,,"44,444,444,000 PUFFY",44444444000.0,44444444000.0,3,,,,,,,,2024-09-23
2991,Tsutsuji,TSUJI,$0.056201,1.57%,1.66%,65.24%,,,"10,000,000,000 TSUJI",10000000000.0,10000000000.0,3,,,,,,,,2024-09-23
2996,ZynCoin,ZYN,$0.0241,0.05%,13.04%,56.41%,,,"903,820,451 ZYN",903820449.0,,3,,,,,,,2831.0,2024-09-23
2997,THE BALKAN DWARF,KEKEC,$0.00007664,6.51%,10.88%,23.61%,,,"39,058,005,062 KEKEC",40000000000.0,40000000000.0,3,,,,,,,3900.0,2024-09-23
3003,Skulls of Pepe Token,SKOP,$0.01785,0.64%,3.15%,40.57%,,,"150,000,000 SKOP",150000000.0,150000000.0,3,,,,,,,,2024-09-23
3010,Doogle,DOOGLE,$0.0003116,0.72%,2.29%,18.14%,,,"1,000,000,000 DOOGLE",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3016,Liza Coin,Liza,$1.02,0.01%,0.03%,0.00%,,,"1,000,000,000 Liza",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3038,TEH EPIK DUCK,EPIK,$0.008033,1.40%,2.98%,8.98%,,,"846,671,687 EPIK",846671686.83,,3,,,,,,,2512.0,2024-09-23
3040,GameStop Coin,GME,$0.064659,1.05%,100.00%,99.48%,,,"420,000,000,000 GME",420000000000.0,420000000000.0,3,,,,,,,,2024-09-23
3044,Gekko HQ,GEKKO,$0.052062,0.27%,1.65%,16.17%,,,"83,320,000,000,000 GEKKO",200000000000000.0,200000000000000.0,3,,,,,,,3097.0,2024-09-23
3045,Base God,TYBG,$0.0000401,0.58%,3.43%,5.13%,,,"122,955,034,958 TYBG",125000000000.0,125000000000.0,3,,,,,,,2848.0,2024-09-23
3050,Towelie,TOWELI,$0.0003208,1.31%,0.46%,24.80%,,,"900,000,000 TOWELI",900000000.0,1000000000.0,3,,,,,,,,2024-09-23
3053,Doug The Duck,DOUG,$0.001134,0.54%,9.64%,11.18%,,,"999,996,310 DOUG",999996310.0,,3,,,,,,,,2024-09-23
3060,Lord Of SOL,LOS,$0.0000408,0.49%,1.63%,7.66%,,,"9,999,999,665 LOS",9999999665.0,,3,,,,,,,,2024-09-23
3067,UnleashClub,UNLEASH,$0.00005103,9.23%,4.83%,15.11%,,,"10,000,000,000 UNLEASH",10000000000.0,10000000000.0,3,,,,,,,3061.0,2024-09-23
3068,TORA NEKO,TORA,$0.006996,3.73%,43.68%,24.18%,,,"100,000,000 TORA",0.0,100000000.0,3,,,,,,,,2024-09-23
3069,FUD,FUD,$0.062789,0.87%,0.27%,67.26%,,,"42,820,777,149,745 FUD",100000000000000.0,100000000000000.0,3,,,,,,,2755.0,2024-09-23
3070,Scotty The Ai,SCOTTY,$0.002681,0.20%,16.53%,58.59%,,,"867,283,945 SCOTTY",1734567890.0,1734567890.0,3,,,,,,,2741.0,2024-09-23
3092,Coke,EKOC,$0.00893,1.12%,1.54%,13.72%,,,"999,999,987 EKOC",999999987.0,999999987.0,3,,,,,,,,2024-09-23
3094,PIZA (Ordinals),PIZA,$0.1415,0.89%,0.38%,16.38%,,,"21,000,000 PIZA",21000000.0,21000000.0,3,,,,,,,2565.0,2024-09-23
3106,BOME TRUMP,TRUMP,$0.01718,1.88%,34.26%,7434.98%,,,"68,961,771,000 TRUMP",68961771000.0,68961771000.0,3,,,,,,,,2024-09-23
3109,Michi,MICHI,$0.058279,2.29%,68.09%,83.05%,,,"100,000,000,000 MICHI",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
3110,HIPPOP,HIP,$0.0001972,1.12%,11.67%,13.39%,,,"1,137,500,000 HIP",1250000000.0,1250000000.0,3,,,,,,,,2024-09-23
3118,MEW WOOF DAO,MWD,$0.001319,16.19%,89.74%,3.20%,,,"1,000,000,000 MWD",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3122,Boop,BOOP,$0.00006446,2.71%,39.39%,168.34%,,,"100,000,000,000 BOOP",100000000000.0,100000000000.0,3,,,,,,,2938.0,2024-09-23
3127,Trump Mania,TMANIA,$0.000259,3.69%,5.52%,7.92%,,,"1,000,000,000 TMANIA",1000000000.0,,3,,,,,,,,2024-09-23
3131,Bork,BORK,$0.0002268,0.87%,1.37%,17.92%,,,"9,999,477,761 BORK",9999477760.76,,3,,,,,,,2671.0,2024-09-23
3133,meme (Ordinals),MEME,$0.03067,0.67%,0.34%,14.75%,,,"93,999 MEME",99999.0,99999.0,3,,,,,,,3060.0,2024-09-23
3134,Tron cat,TCAT,$0.002005,6.47%,5.76%,11.32%,,,"1,000,000,000 TCAT",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3135,Satoshi Nakamoto,SATOSHI,$0.3486,0.87%,6.56%,57.44%,,,"2,100,000 SATOSHI",2100000.0,2100000.0,3,,,,,,,3658.0,2024-09-23
3137,FourCoin,FOUR,$0.00002808,6.08%,70.58%,1466.03%,,,"444,000,000,000 FOUR",444000000000.0,444000000000.0,3,,,,,,,3276.0,2024-09-23
3142,Mistery On Cro,MERY,$0.00001707,0.07%,2.71%,3.94%,,,"420,690,271,888 MERY",420690271888.0,420690271888.0,3,,,,,,,,2024-09-23
3144,SHIBAAI,SHIBAAI,$0.082149,0.00%,0.53%,7.98%,,,"589,534,404,296,603 SHIBAAI",589534404296603.0,,3,,,,,,,3054.0,2024-09-23
3170,The Eagle Of Truth,EGL,$0.006733,0.71%,3.47%,24.05%,,,"893,099,626 EGL",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3178,Stooges,STOG,$0.0001858,0.55%,1.81%,15.75%,,,"3,000,000,000 STOG",3000000000.0,,3,,,,,,,,2024-09-23
3180,Saitama Wolf Pack,SAITAMA,$0.003208,8.98%,1.48%,1.48%,,,"99,999,828 SAITAMA",99999828.0,99999828.0,3,,,,,,,,2024-09-23
3196,BLUE,BLUE,$0.001909,0.49%,3.84%,10.55%,,,"893,100,000 BLUE",893100000.0,893100000.0,3,,,,,,,,2024-09-23
3200,KABOSU,KABOSU,$0.00001496,6.74%,32.47%,109.48%,,,"18,000,000,000 KABOSU",18000000000.0,18000000000.0,3,,,,,,,,2024-09-23
3204,Stonks,STONKS,$0.00001142,0.83%,1.58%,42.49%,,,"420,690,000,000 STONKS",420690000000.0,,3,,,,,,,,2024-09-23
3208,PEPE,TRUMP,$0.067583,4.59%,169.52%,99.82%,,,"21,000,000,000,000 TRUMP",21000000000000.0,21000000000000.0,3,,,,,,,,2024-09-23
3210,Anita Max Wynn,WYNN,$0.001284,2.20%,24.84%,13.71%,,,"999,934,223 WYNN",999934223.0,,3,,,,,,,2698.0,2024-09-23
3220,Conan,CONAN,$0.052672,0.00%,4.69%,16.02%,,,"1,000,000,000,000 CONAN",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
3227,Ski Mask Dog,SKI,$0.0006868,3.71%,0.95%,64.37%,,,"1,000,000,000 SKI",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3228,DOPU The Dog with A Purpose,DOPU,$0.0008699,0.07%,0.52%,12.73%,,,"1,000,000,000 DOPU",1000000000.0,,3,,,,,,,,2024-09-23
3229,Bobaoppa,BOBAOPPA,$0.0006832,0.18%,0.12%,4.31%,,,"49,999,999,730 BOBAOPPA",49999999730.0,,3,,,,,,,,2024-09-23
3230,Dragon Sun,DRGN,$0.0008584,3.38%,23.38%,28.42%,,,"1,000,000,000 DRGN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3233,RefundCoin,RFD,$0.054172,0.46%,7.50%,20.33%,,,"1,000,000,000,000 RFD",1000000000000.0,1000000000000.0,3,,,,,,,2684.0,2024-09-23
3240,Higher,HIGHER,$0.005204,0.85%,3.36%,75.64%,,,"1,000,000,000 HIGHER",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3245,Kitty AI,KITTY,$0.0005472,0.45%,40.99%,48.74%,,,"994,759,480 KITTY",994759480.0,,3,,,,,,,5622.0,2024-09-23
3249,Chinu,CHINU,$0.000222,0.51%,10.41%,31.54%,,,"1,000,000,000 CHINU",1000000000.0,,3,,,,,,,3283.0,2024-09-23
3250,Snibbu The Crab,SNIBBU,$0.06705,1.45%,45.57%,6.21%,,,"2,329,999,955,419 SNIBBU",2329999955418.85,2329999955418.85,3,,,,,,,,2024-09-23
3253,nomnom,NOMNOM,$0.002824,3.65%,10.91%,113.21%,,,"999,864,519 NOMNOM",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3256,Guacamole,GUAC,$0.077852,0.05%,2.88%,33.55%,,,"98,990,586,583,556 GUAC",98999324822893.36,,3,,,,,,,2989.0,2024-09-23
3264,Deebo the Bear,DEEBO,$0.000421,6.75%,29.18%,49.98%,,,"99,996,986,001 DEEBO",999969854.78,999969854.78,3,,,,,,,,2024-09-23
3274,Super Best Friends,SUBF,$0.081395,0.33%,3.36%,3.86%,,,"113,177,966,222,213 SUBF",113177966222213.0,777777777777777.0,3,,,,,,,3632.0,2024-09-23
3289,MindCoin,MIND,$0.00004385,1.21%,19.95%,52.08%,,,"97,999,999,993 MIND",97999999993.0,97999999993.0,3,,,370.0,460.0,,,,2024-09-23
3309,All Street Bets,BETS,$0.0001569,0.37%,0.56%,47.91%,,,"10,000,000,000 BETS",10000000000.0,10000000000.0,3,,,,,,,3200.0,2024-09-23
3318,Chihuahua,HUAHUA,$0.00005231,0.20%,0.11%,47.36%,,,"93,549,862,103 HUAHUA",103000000000.0,,3,,,,,,,3417.0,2024-09-23
3326,Rosa Inu,ROSA,$0.002076,0.70%,21.85%,29.15%,,,"15,000,000,000 ROSA",80000000000.0,80000000000.0,3,,,,,,,,2024-09-23
3348,El Hippo,HIPP,$0.08112,0.56%,0.58%,10.30%,,,"715,617,000,000,000 HIPP",777000000000000.0,777000000000000.0,3,,,,,,,3353.0,2024-09-23
3354,Lil Bub,BUB,$0.01361,3.92%,26.89%,43.28%,,,"999,999,163 BUB",999999162.66,,3,,,,,,,,2024-09-23
3355,4-CHAN,4CHAN,$0.0132849,3.15%,4.38%,36.30%,,,"76,897,978,427,491,696,640 4CHAN",8.73127304044517e+19,,3,,,,,,,2992.0,2024-09-23
3361,HARRIS (kamala.vip),KAMALA,$0.0009714,0.10%,72.84%,25.59%,,,"500,000,000 KAMALA",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3363,MAGA: Fight for Trump,TRUMPCOIN,$0.003122,0.10%,2.62%,9.87%,,,"200,000,000 TRUMPCOIN",200000000.0,200000000.0,3,,,,,,,,2024-09-23
3370,American Coin,USA,$0.063862,0.33%,6.64%,10.84%,,,"11,880,081,659,733 USA",11880081659732.59,11880081659732.59,3,,,,,,,,2024-09-23
3373,PepeBull,BEEF,$0.081808,7.17%,0.51%,17.05%,,,"420,690,000,000,000 BEEF",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
3381,Uranus (SOL),ANUS,$0.0005963,0.20%,3.79%,32.59%,,,"9,999,384,814 ANUS",9999384814.11,,3,,,,,,,2931.0,2024-09-23
3388,Fluffington,FLUFFI,$0.0005149,2.85%,3.34%,12.71%,,,"1,000,000,000 FLUFFI",999981002.0,1000000000.0,3,,,,,,,,2024-09-23
3389,NORMIE,NORMIE,$0.01289,0.90%,8.72%,110.77%,,,"974,000,000 NORMIE",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3390,Chimpzee,CHMPZ,$0.0001023,0.54%,13.77%,18.52%,,,"8,166,407,715 CHMPZ",20000000000.0,20000000000.0,3,,,,,,,3191.0,2024-09-23
3398,Kolt,KOLT,$0.0007517,0.19%,8.75%,9.64%,,,"999,993,051 KOLT",999993051.0,999993051.0,3,,,,,,,,2024-09-23
3400,TOAD,TOAD,$0.0002398,6.28%,3403.13%,662.84%,,,"420,690,000,000 TOAD",420690000000.0,420690000000.0,3,,,,,,,3839.0,2024-09-23
3420,A Gently Used 2001 Honda Civic,USEDCAR,$0.006427,3.98%,11.46%,63.24%,,,"332,906,287 USEDCAR",332906748.0,,3,,,,,,,2967.0,2024-09-23
3421,PEPE (Ordinals),PEPEBRC,$0.08467,0.07%,1.07%,3.91%,,,"42,069,000 PEPEBRC",42069000.0,42069000.0,3,,,,,,,2750.0,2024-09-23
3423,MicroDoge,MICRODOGE,$0.0122611,0.64%,2.29%,54.70%,,,"420,000,000,000,000,000 MICRODOGE",4.2e+17,4.2e+17,3,,,,,,,,2024-09-23
3456,GTA Token,GTA,$1.59,0.01%,1.58%,11.74%,,,"10,000,000 GTA",10000000.0,10000000.0,3,,,,,,,2699.0,2024-09-23
3457,MikeToken,MKT,$0.094347,0.46%,0.05%,5.38%,,,"151,713,857,326,073 MKT",357700000000000.0,365000000000000.0,3,,,,,,,3432.0,2024-09-23
3464,LUCI,LUCI,$0.002171,2.41%,0.37%,43.37%,,,"997,689,484 LUCI",0.0,997689484.0,3,,,,,,,,2024-09-23
3466,FIGHT FOR THE PEOPLE,FFTP,$0.071133,4.29%,36.02%,62.22%,,,"42,000,000,000,000 FFTP",42000000000000.0,42000000000000.0,3,,,,,,,,2024-09-23
3470,Anon,ANON,$0.004908,0.54%,13.97%,29.20%,,,"833,688,741 ANON",888880832.01,888888888.0,3,,,,,,,,2024-09-23
3471,JustAnEGG,EGG,$0.001891,0.05%,0.41%,0.82%,,,"399,399,399 EGG",399399398.0,,3,,,,,,,2506.0,2024-09-23
3472,lmeow,LMEOW,$0.01149,0.00%,2.35%,68.97%,,,"1,000,000,000 LMEOW",1000000000.0,1000000000.0,3,,,,,,,3499.0,2024-09-23
3475,Bwull,BWULL,$0.0002297,10.23%,35.02%,55.79%,,,"999,997,456 BWULL",999997456.0,1000000000.0,3,,,,,,,,2024-09-23
3482,lilpump,LILPUMP,$0.0007164,2.71%,4.29%,10.23%,,,"999,910,705 LILPUMP",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3489,DOGGO,DOGGO,$0.073931,13.79%,475.99%,1282.51%,,,"10,000,000,000,000 DOGGO",100000000000000.0,,3,,,,,,,3853.0,2024-09-23
3500,PUGGY Coin,PUGGY,$0.054828,0.18%,9.97%,23.04%,,,"88,888,888,888 PUGGY",88888888888.0,88888888888.0,3,,,,,,,,2024-09-23
3508,Bird Dog,BIRDDOG,$0.056645,6.44%,10.55%,144.82%,,,"420,690,000,000 BIRDDOG",999919349.0,,3,,,,,,,2897.0,2024-09-23
3513,BORED,BORED,$0.0009359,0.19%,0.38%,11.96%,,,"3,141,592,651 BORED",3141592653.0,3141592653.0,3,,,,,,,,2024-09-23
3515,FEFE,FEFE,$0.00486,1.33%,0.21%,14.97%,,,"420,690,000 FEFE",420690000.0,420690000.0,3,,,,,,,,2024-09-23
3516,Wall Street Baby,WSB,$0.089158,0.20%,2.19%,7.80%,,,"69,187,068,230,095 WSB",100000000000000.0,100000000000000.0,3,,,,,,,2905.0,2024-09-23
3519,Maek Amuruca Graet Agun,MAGA,$0.00006123,0.07%,6.54%,4.06%,,,"989,994,409 MAGA",989994409.0,989994409.0,3,,,,,,,,2024-09-23
3524,Mahabibi Bin Solman,MBS,$0.00005779,0.04%,0.03%,0.00%,,,"1,000,000,000 MBS",1000000000.0,,3,,,,,,,3259.0,2024-09-23
3534,BabyCate,BABYCATE,$0.066988,14.40%,22.92%,22.92%,,,"690,000,000,000 BABYCATE",690000000000.0,690000000000.0,3,,,,,,,,2024-09-23
3539,monkeyhaircut,MONK,$0.003441,0.46%,15.23%,79.12%,,,"999,734,842 MONK",1000000000.0,,3,,,,,,,,2024-09-23
3543,INU,INU,$0.086593,1.79%,5.58%,18.67%,,,"96,000,000,000,000 INU",100000000000000.0,100000000000000.0,3,,,,,,,3871.0,2024-09-23
3546,Father Of Meme: Origin,FOMO,$0.0001564,0.04%,1.03%,0.75%,,,"1,000,000,000 FOMO",1000000000.0,1000000000.0,3,,,,,,,2593.0,2024-09-23
3553,Baby Elon,BABYELON,$0.0113465,0.34%,12.55%,41.19%,,,"420,000,000,000,000,000 BABYELON",4.2e+17,4.2e+17,3,,,,,,,3077.0,2024-09-23
3554,NALS (Ordinals),NALS,$0.06637,0.81%,3.52%,7.72%,,,"21,000,000 NALS",21000000.0,21000000.0,3,,,,,,,3118.0,2024-09-23
3555,JANI,JANI,$0.001022,1.63%,0.83%,19.77%,,,"1,000,000,000 JANI",0.0,1000000000.0,3,,,,,,,,2024-09-23
3557,Dodo the Black Swan,DODO,$0.062887,2.01%,15.20%,13.92%,,,"2,329,996,729,844 DODO",2329996729844.27,2329996729844.27,3,,,,,,,,2024-09-23
3558,Madhouse,MAD,$0.06294,14.54%,11.70%,72.96%,,,"100,000,000,000 MAD",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
3563,BILLIONâ¢DOLLARâ¢CAT,BDC,$0.02181,8.66%,26.48%,167.16%,,,"1,000,000,000 BDC",,,3,,,,,,,,2024-09-23
3570,MEMEVENGERS,MMVG,$0.093954,0.01%,2.35%,1.56%,,,"441,793,082,324,893 MMVG",470000000000000.0,470000000000000.0,3,,,,,,,3724.0,2024-09-23
3577,Birddog (birddogtron.com),BOG,$0.0005555,0.11%,27.31%,53.99%,,,"86,000,000 BOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3580,ChompCoin,CHOMP,$0.09967,0.00%,1.66%,21.33%,,,"100,000,000 CHOMP",100000000.0,100000000.0,3,,,,,,,,2024-09-23
3588,WEWECOIN,WEWE,$0.0001146,1.11%,13.18%,7.91%,,,"100,000,000,000 WEWE",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
3593,TOMCoin,TOM,$0.000352,0.27%,1.71%,34.87%,,,"10,000,000,000 TOM",10000000000.0,10000000000.0,3,,,,,,,,2024-09-23
3597,FLAKY,FLAKY,$0.077608,0.00%,82.64%,84.34%,,,"333,333,333,333 FLAKY",333333333333.0,900000000000.0,3,,,,,,,,2024-09-23
3606,Andy (Base),ANDY,$0.01289,1.63%,7.74%,53.83%,,,"1,000,000,000 ANDY",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
3609,Bellscoin,BEL,$0.4922,2.58%,12.85%,0.33%,,,"42,000,000 BEL",0.0,0.0,3,,,,,,,,2024-09-23
3610,OmniCat,OMNI,$0.00003648,0.09%,4.47%,9.81%,,,"45,823,000,001 OMNI",45823000001.0,,3,,,,,,,2700.0,2024-09-23
3614,Nobiko Coin,LONG,$0.0005799,2.77%,0.89%,8.20%,,,"998,388,664 LONG",998388663.95,1000000000.0,3,,,,,,,4559.0,2024-09-23
3615,Gui Inu,GUI,$0.0000136,0.50%,4.32%,44.52%,,,"54,444,444,444 GUI",777777777776.9,777777777776.9,3,,,,,,,3427.0,2024-09-23
3624,AstroPepeX,APX,$0.0001227,0.04%,2.75%,28.83%,,,"65,000,000,000 APX",65000000000.0,65000000000.0,3,,,,,,,2779.0,2024-09-23
3629,Trump2024,TRUMP2024,$0.003568,12.41%,36.63%,30.35%,,,"47,000,000 TRUMP2024",47000000.0,47000000.0,3,,,,,,,,2024-09-23
3648,Thing,THING,$0.072466,0.09%,1.57%,9.91%,,,"1,000,000,000,000 THING",1000000000000.0,1000000000000.0,3,,,,,,,3631.0,2024-09-23
3655,Crazy Frog,CRAZY,$0.0003419,1.46%,3.19%,203.29%,,,"1,000,000,000 CRAZY",1000000000.0,1000000000.0,3,,,,,,,3635.0,2024-09-23
3659,spurdo,SPURDO,$0.082357,0.20%,3.54%,2.93%,,,"61,868,267,239,629 SPURDO",69000000000000.0,69000000000000.0,3,,,,,,,3621.0,2024-09-23
3676,XFLOKI,XFLOKI,$0.066051,0.00%,0.02%,0.01%,,,"100,000,000,000 XFLOKI",100000000000.0,100000000000.0,3,,,,,,,3673.0,2024-09-23
3683,HarryPotterObamaWallStreetBets10Inu,,$0.03991,0.02%,0.03%,0.10%,,,"1,000,000 STONKS",1000000.0,1000000.0,3,,,,,,,3652.0,2024-09-23
3684,Bobo The Bear,BOBO,$0.063766,4.67%,26.86%,12.05%,,,"2,329,999,978,480 BOBO",2329999978479.62,2329999978479.62,3,,,,,,,,2024-09-23
3690,bozoHYBRID,BOZO,$0.02391,5.41%,7.16%,4.86%,,,"799,969,400 BOZO",800000000.0,,3,,,,,,,3423.0,2024-09-23
3693,Kamala Harris (kamaharris.fun),HARRIS,$0.0004775,1.73%,16.75%,0.43%,,,"999,997,988 HARRIS",0.0,999997988.0,3,,,,,,,,2024-09-23
3694,Calcium,CAL,$0.003208,0.00%,50.62%,111.32%,,,"420,690,000 CAL",420690000.0,420690000.0,3,,,,,,,3147.0,2024-09-23
3703,Derp,DERP,$0.081854,0.17%,2.99%,12.99%,,,"80,526,833,726,286 DERP",100000000000000.0,100000000000000.0,3,,,,,,,3182.0,2024-09-23
3722,Fofar (fofar.io),FOFAR,$0.056488,1.08%,20.84%,72.71%,,,"420,690,000,000 FOFAR",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
3726,The Big Red,$TD,$0.053825,0.32%,1.64%,36.33%,,,"1,000,000,000,000 $TD",1000000000000.0,1000000000000.0,3,,,,,,,3736.0,2024-09-23
3764,Matt Furie's Mellow Man,MELLOW,$0.08259,0.20%,15.79%,23.56%,,,"69,420,000 MELLOW",69420000.0,69420000.0,3,,,,,,,,2024-09-23
3768,Purple Pepe,$PURPE,$0.056542,2.52%,1.23%,24.92%,,,"420,690,000,000 $PURPE",0.0,420690000000.0,3,,,,,,,,2024-09-23
3774,COFFEE,$COFEEE,$0.007645,0.58%,3.52%,0.91%,,,"99,999,999 $COFEEE",99999999.0,99999999.0,3,,,,,,,,2024-09-23
3780,Mumu,MUMU,$0.084927,1.87%,3.05%,27.73%,,,"695,039,124,769,394 MUMU",1000000000000000.0,1000000000000000.0,3,,,,,,,3672.0,2024-09-23
